

Software Version	3.16.10



Experiment File Path:	C:\Users\48707651\Documents\Caleb\CMG2_162.xpt
Protocol File Path:	



Plate Number	Plate 1
Date	3/10/2026
Time	7:40:36 PM
Reader Type:	Cytation5
Reader Serial Number:	1601252F
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Start Kinetic	Runtime 7:00:00 (HH:MM:SS), Interval 0:01:00, 421 Reads
    Read	Luminescence Endpoint
	A1..C8
	Integration Time: 0:01.00 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 100 msec
	Extended Dynamic Range
	Read Height: 4.5 mm
End Kinetic	

Lum

Time	T° Lum	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0:35:00	22.5	17	16	14	9	16	21	16	10					16	19	15	7	17	20	16	9					17	17	15	9	17	18	16	9																																																																
0:36:00	22.6	17	17	17	9	15	20	16	10					17	19	16	10	17	18	16	10					16	17	14	10	18	19	16	10																																																																
0:37:00	22.6	14	19	16	11	16	19	14	8					17	19	15	10	15	19	16	9					16	17	15	10	14	20	15	8																																																																
0:38:00	22.6	15	18	17	9	17	17	16	9					14	19	18	9	14	23	16	10					16	18	16	10	15	17	15	9																																																																
0:39:00	22.6	16	17	16	9	14	16	17	8					15	19	16	9	15	19	17	10					14	19	15	9	15	17	16	10																																																																
0:40:00	22.6	14	16	16	10	14	18	15	9					14	18	15	10	15	19	15	9					14	15	16	9	14	18	14	10																																																																
0:41:00	22.6	13	17	14	10	14	16	17	10					13	17	17	10	13	16	14	10					14	18	13	9	14	16	15	9																																																																
0:42:00	22.6	12	15	15	10	13	16	15	10					13	18	15	11	14	17	13	11					13	17	15	10	12	15	15	9																																																																
0:43:00	22.6	11	18	14	11	12	16	15	10					13	16	14	9	12	16	15	10					13	16	14	9	11	16	14	8																																																																
0:44:00	22.6	12	15	14	8	12	16	15	10					13	15	14	9	13	15	16	9					11	14	14	10	11	17	15	10																																																																
0:45:00	22.7	12	14	14	8	12	16	15	9					12	16	16	8	12	16	14	11					12	16	12	9	11	15	14	9																																																																
0:46:00	22.7	11	16	14	10	11	15	13	11					10	15	15	10	11	16	14	9					10	14	15	9	10	15	14	10																																																																
0:47:00	22.7	11	14	14	10	13	15	15	9					10	15	15	8	12	15	12	9					11	14	15	9	10	14	14	8																																																																
0:48:00	22.7	10	15	14	9	11	15	14	10					10	13	14	9	12	14	14	8					10	12	13	10	10	14	15	9																																																																
0:49:00	22.7	10	13	15	9	12	14	15	10					11	15	12	10	9	16	13	10					10	14	14	9	10	13	14	10																																																																
0:50:00	22.7	11	14	15	9	11	14	16	9					11	13	13	8	10	15	14	10					10	14	14	9	10	14	13	10																																																																
0:51:00	22.7	10	12	13	10	10	14	14	10					11	13	12	9	10	15	14	10					9	14	13	9	9	15	13	9																																																																
0:52:00	22.7	9	13	14	9	10	12	14	9					10	14	16	9	9	13	14	10					8	12	13	9	9	12	14	10																																																																
0:53:00	22.7	9	13	14	8	10	13	13	10					10	14	12	9	10	13	13	10					8	14	14	9	11	13	15	11																																																																
0:54:00	22.8	9	14	13	8	10	12	14	9					9	12	14	10	9	13	13	9					9	13	15	10	8	12	14	10																																																																
0:55:00	22.8	8	12	12	10	9	12	14	9					8	14	12	10	9	12	14	9					9	13	13	9	9	11	14	9																																																																
0:56:00	22.8	7	10	14	9	8	12	12	9					9	12	14	9	9	12	12	9					8	13	13	9	9	11	12	9																																																																
0:57:00	22.8	9	13	12	9	8	12	15	10					8	11	14	8	9	11	13	10					9	12	13	9	8	11	15	8																																																																
0:58:00	22.8	10	12	14	10	8	11	15	8					9	12	13	10	7	13	13	9					8	11	10	9	8	12	11	9																																																																
0:59:00	22.8	8	10	14	10	7	11	12	10					9	11	11	8	9	13	13	9					8	11	13	9	8	11	13	8																																																																
1:00:00	22.8	8	11	14	8	7	12	13	9					8	10	13	8	7	13	12	10					7	11	11	8	8	12	15	8																																																																
1:01:00	22.8	7	13	11	9	7	11	13	9					7	11	13	8	8	12	13	10					7	11	13	8	7	11	13	10																																																																
1:02:00	22.8	7	10	12	9	8	10	13	10					7	11	12	9	8	12	15	9					6	12	13	9	7	10	12	9																																																																
1:03:00	22.8	7	12	13	9	9	10	13	10					7	11	12	8	7	9	13	9					7	11	13	8	7	11	12	9																																																																
1:04:00	22.9	7	11	13	8	7	9	12	8					8	12	13	9	8	11	12	10					8	10	13	9	7	10	11	8																																																																
1:05:00	22.9	7	11	11	9	8	10	12	9					7	10	11	8	8	10	14	10					7	10	13	10	6	10	11	9																																																																
1:06:00	22.9	7	9	12	10	7	10	11	9					7	10	11	10	7	11	11	9					6	10	12	9	7	10	13	9																																																																
1:07:00	22.9	7	9	11	9	7	9	11	9					6	10	11	9	6	10	11	10					6	9	11	8	7	9	12	8																																																																
1:08:00	22.9	7	10	11	10	7	11	12	9					7	9	12	10	7	11	12	9					6	9	13	9	6	11	13	8																																																																
1:09:00	22.9	6	10	11	8	6	10	12	10					6	9	11	9	7	9	13	9					6	10	12	8	6	9	12	9																																																																
1:10:00	22.9	6	10	12	10	6	9	11	10					6	9	14	8	7	8	13	9					6	10	14	8	6	8	12	8																																																																
1:11:00	22.9	7	10	10	9	7	9	11	9					5	9	12	8	7	9	12	9					6	9	11	8	6	11	12	9																																																																
1:12:00	22.9	5	9	12	8	7	10	12	9					6	9	11	9	6	9	11	8					6	9	11	8	6	9	12	9																																																																
1:13:00	22.9	6	9	10	8	6	10	12	9					6	9	12	9	6	9	12	9					6	8	10	10	5	9	11	9																																																																
1:14:00	23.0	6	9	11	9	6	8	11	9					6	8	12	10	5	9	12	10					7	9	11	9	5	9	12	9																																																																
1:15:00	23.0	6	9	10	9	7	8	11	9					6	9	11	9	6	8	11	10					7	8	11	8	5	9	10	9																																																																
1:16:00	23.0	6	9	11	8	6	9	11	9					5	9	10	8	5	8	12	10					5	8	12	9	6	9	10	10																																																																
1:17:00	23.0	6	8	11	10	6	8	10	10					6	8	11	8	6	9	11	11					5	8	11	9	6	9	12	10																																																																
1:18:00	23.0	6	8	10	9	5	8	12	10					6	8	12	9	6	10	14	9					6	8	11	9	5	8	11	8																																																																
1:19:00	23.0	5	8	12	8	5	8	12	8					6	9	10	10	6	9	12	9					5	7	10	9	5	8	11	8																																																																
1:20:00	23.0	5	8	12	8	6	8	11	8					5	7	10	10	5	9	11	9					5	8	10	9	5	8	11	10																																																																
1:21:00	23.0	5	8	11	10	5	9	10	9					5	8	11	8	6	8	10	9					6	8	10	9	6	8	12	9																																																																
1:22:00	23.0	6	8	10	9	5	7	12	9					6	7	11	8	5	8	11	10					6	7	12	9	5	7	12	9																																																																
1:23:00	23.0	5	7	12	9	5	9	10	9					6	7	11	8	5	8	10	9					5	7	10	8	5	8	10	9																																																																
1:24:00	23.0	5	7	11	8	5	7	12	9					5	8	9	10	6	8	11	10					5	7	10	9	5	8	10	9																																																																
1:25:00	23.0	5	7	9	9	5	6	9	9					5	8	10	10	5	8	11	9					5	6	10	8	5	7	10	8																																																																
1:26:00	23.1	5	8	10	9	5	7	10	9					5	8	10	8	5	7	11	9					5	7	11	9	5	7	10	10																																																																
1:27:00	23.1	5	8	11	9	6	6	11	9					5	7	11	9	6	8	11	9					5	6	9	8	5	6	10	9																																																																
1:28:00	23.1	5	7	10	9	5	7	10	9					5	8	12	9	5	7	10	9					5	6	9	9	5	6	10	10																																																																
1:29:00	23.1	5	7	9	8	5	7	11	10					5	7	10	9	5	8	10	9					5	7	9	9	5	8	11	8																																																																
1:30:00	23.1	5	7	10	9	5	8	9	10					5	6	9	10	6	7	10	9					5	7	9	8	5	7	12	10																																																																
1:31:00	23.1	5	7	10	9	4	7	10	9					5	7	9	9	4	8	10	9					5	8	11	9	5	7	10	9																																																																
1:32:00	23.1	5	8	9	8	5	6	11	9					4	6	11	9	4	6	10	9					4	6	9	8	5	6	9	8																																																																
1:33:00	23.1	5	7	10	9	5	6	9	9					5	7	10	9	4	7	10	9					5	7	12	9	5	6	9	9																																																																
1:34:00	23.1	4	7	10	11	4	6	9	8					4	7	9	7	5	7	9	10					4	6	9	8	5	6	11	8																																																																
1:35:00	23.1	5	6	9	9	5	6	9	8					5	7	9	10	5	7	10	11					4	7	9	9	5	5	10	9																																																																
1:36:00	23.1	4	7	10	8	5	6	9	9					5	6	10	9	4	7	9	9					5	7	9	9	5	6	10	10																																																																
1:37:00	23.1	5	6	10	10	5	6	10	9					5	7	9	9	5	8	9	8					5	6	10	8	5	6	10	8																																																																
1:38:00	23.1	5	7	9	7	5	5	9	9					5	6	9	8	4	7	9	10					5	6	10	8	4	6	11	9																																																																
1:39:00	23.1	4	6	9	7	5	7	10	9					4	6	10	9	4	6	10	8					5	7	9	8	5	6	10	8																																																																
1:40:00	23.1	5	5	9	8	4	6	8	9					5	7	11	8	4	6	9	8					5	5	9	7	5	6	8	8																																																																
1:41:00	23.2	5	6	8	9	4	6	9	8					4	6	9	9	5	7	10	9					5	7	10	8	4	5	8	9																																																																
1:42:00	23.2	5	6	9	8	5	7	10	8					5	7	10	8	5	6	10	9					4	6	9	9	4	6	9	7																																																																
1:43:00	23.2	4	6	9	8	5	6	9	9					4	6	10	9	4	6	9	9					4	6	11	8	4	6	10	8																																																																
1:44:00	23.2	5	6	8	8	4	6	9	8					4	5	9	8	5	6	10	8					5	6	9	9	4	5	9	8																																																																
1:45:00	23.2	5	6	10	9	5	6	9	8					4	6	9	9	4	6	10	10					5	6	9	9	4	6	9	8																																																																
1:46:00	23.2	5	5	9	7	4	6	9	9					4	6	10	9	4	7	9	8					5	6	8	8	5	5	9	8																																																																
1:47:00	23.2	4	7	8	9	4	6	8	8					4	5	9	9	5	6	9	9					4	5	8	8	4	5	9	8																																																																
1:48:00	23.2	4	6	8	7	4	5	9	9					5	5	9	8	4	6	10	8					4	5	9	8	5	5	10	8																																																																
1:49:00	23.2	5	5	8	8	4	6	8	8					4	6	9	10	4	7	9	9					4	5	9	8	5	6	9	8																																																																
1:50:00	23.2	4	5	8	10	4	6	8	8					4	5	8	8	4	6	8	8					4	5	9	9	4	5	8	9																																																																
1:51:00	23.2	4	6	9	8	4	5	9	9					5	5	8	9	4	6	8	8					4	6	9	8	4	5	9	9																																																																
1:52:00	23.2	5	6	8	8	4	6	8	9					4	5	8	8	4	5	9	10					4	6	8	9	4	6	8	8																																																																
1:53:00	23.2	4	6	9	8	5	5	8	9					4	5	9	8	4	5	8	8					4	5	7	8	4	6	9	8																																																																
1:54:00	23.2	5	5	8	9	4	4	9	8					4	6	8	10	4	6	8	7					4	5	7	8	4	6	8	9																																																																
1:55:00	23.2	4	5	8	9	5	5	8	8					5	6	9	8	4	5	9	7					4	5	8	8	4	6	9	8																																																																
1:56:00	23.2	4	5	9	8	4	6	7	8					4	5	8	8	4	5	9	10					4	5	7	9	4	6	8	8																																																																
1:57:00	23.2	4	5	8	8	4	6	9	9					4	5	8	10	4	6	9	8					4	5	8	8	4	6	9	9																																																																
1:58:00	23.2	4	5	8	9	4	5	8	9					4	5	8	8	4	5	8	8					4	5	7	7	4	6	8	9																																																																
1:59:00	23.3	4	5	10	8	4	5	7	9					4	5	8	8	4	5	10	9					5	5	7	8	5	5	9	8																																																																
2:00:00	23.3	4	5	7	9	4	5	8	8					4	5	8	8	4	5	8	8					4	5	10	8	4	5	8	10																																																																
2:01:00	23.3	4	4	8	9	4	5	8	9					5	5	8	8	5	5	7	8					4	4	7	9	5	5	8	8																																																																
2:02:00	23.3	5	5	9	9	4	6	8	8					4	5	9	7	4	5	9	8					4	5	8	8	4	5	8	9																																																																
2:03:00	23.3	4	5	7	8	4	4	8	7					4	7	9	10	4	5	8	8					4	5	7	9	4	5	7	9																																																																
2:04:00	23.3	5	5	8	9	4	5	8	7					4	5	8	8	5	5	8	9					4	5	8	7	4	5	7	8																																																																
2:05:00	23.3	4	4	8	8	4	5	7	8					4	6	8	8	4	5	9	7					4	5	8	8	4	5	8	8																																																																
2:06:00	23.3	4	5	7	8	3	5	8	8					6	5	8	8	5	6	7	7					4	5	8	8	4	5	8	8																																																																
2:07:00	23.3	4	6	8	8	4	6	7	8					5	5	8	9	4	5	8	9					4	5	7	8	4	5	7	7																																																																
2:08:00	23.3	4	5	7	9	4	5	8	9					4	5	8	9	4	5	8	7					4	4	8	8	5	5	9	8																																																																
2:09:00	23.3	4	5	7	7	5	5	8	7					4	4	7	8	4	6	9	8					4	5	8	8	4	5	8	7																																																																
2:10:00	23.3	4	5	7	8	5	4	7	9					4	4	8	7	4	6	8	8					3	5	6	8	4	5	7	9																																																																
2:11:00	23.3	4	5	8	7	5	5	7	7					4	5	8	8	5	5	7	8					4	5	8	8	4	5	7	9																																																																
2:12:00	23.3	4	4	8	7	4	5	7	8					4	5	8	7	4	5	8	8					4	5	7	9	4	5	8	8																																																																
2:13:00	23.3	5	5	8	7	5	4	6	7					4	5	7	9	4	5	8	8					5	5	7	8	4	5	8	8																																																																
2:14:00	23.3	4	4	7	8	4	4	7	9					4	5	8	8	5	5	9	8					5	5	7	8	4	5	7	8																																																																
2:15:00	23.3	4	4	7	8	4	5	6	8					4	4	8	7	4	5	7	8					4	4	8	7	3	5	7	8																																																																
2:16:00	23.3	5	5	7	6	4	4	7	9					4	5	8	9	4	5	8	8					5	5	7	8	4	5	7	8																																																																
2:17:00	23.3	4	4	6	8	5	5	8	8					4	4	7	7	5	5	7	8					4	5	6	7	4	4	8	8																																																																
2:18:00	23.3	5	5	8	7	4	5	8	7					4	5	6	8	4	4	7	8					4	4	7	8	4	5	7	9																																																																
2:19:00	23.4	5	5	7	7	4	4	7	7					4	5	7	9	4	5	7	9					4	4	7	9	4	5	7	8																																																																
2:20:00	23.4	4	4	8	8	4	4	6	8					4	4	8	8	4	4	6	7					4	4	8	7	4	5	7	7																																																																
2:21:00	23.4	4	5	6	8	5	5	7	7					4	5	6	9	4	5	7	8					4	4	7	7	4	4	7	8																																																																
2:22:00	23.4	4	5	6	9	4	5	7	7					4	5	6	8	5	5	8	8					5	5	6	7	4	5	6	8																																																																
2:23:00	23.4	4	4	6	8	4	4	7	9					4	5	8	7	4	5	8	7					4	5	8	7	4	4	7	8																																																																
2:24:00	23.4	4	5	6	7	4	4	7	7					4	4	7	8	4	5	7	8					4	4	7	8	4	5	6	8																																																																
2:25:00	23.4	4	5	6	8	4	5	7	8					5	4	7	8	4	4	7	8					4	4	8	8	4	5	7	8																																																																
2:26:00	23.4	4	4	7	8	5	4	6	8					4	5	6	8	4	5	7	8					4	5	6	8	4	4	7	8																																																																
2:27:00	23.4	4	5	6	7	4	5	6	8					4	4	7	8	4	5	8	7					4	5	7	7	4	5	7	7																																																																
2:28:00	23.4	4	5	8	6	4	5	6	8					5	4	8	8	4	5	7	8					4	4	6	7	4	4	6	7																																																																
2:29:00	23.4	4	5	6	8	4	4	7	7					4	5	7	8	4	4	7	8					4	5	7	7	4	4	6	7																																																																
2:30:00	23.4	3	4	7	8	4	5	7	8					4	5	7	8	4	4	7	8					4	5	7	8	4	4	6	8																																																																
2:31:00	23.4	4	5	6	6	4	5	6	8					4	4	6	9	4	5	7	8					4	4	7	8	4	5	8	8																																																																
2:32:00	23.4	4	4	6	7	4	5	7	7					4	4	7	7	4	4	6	7					4	5	6	8	4	4	7	7																																																																
2:33:00	23.4	4	4	7	7	3	5	7	7					5	4	6	8	4	4	8	7					4	5	6	7	4	5	6	9																																																																
2:34:00	23.4	4	5	5	7	4	4	6	7					4	5	6	8	4	5	7	6					4	4	7	8	5	4	6	8																																																																
2:35:00	23.4	4	4	6	8	4	4	6	9					4	5	6	7	4	4	7	8					4	4	6	6	4	4	7	7																																																																
2:36:00	23.4	4	4	6	8	4	4	7	9					4	5	6	8	4	5	6	8					4	4	7	7	4	4	6	7																																																																
2:37:00	23.4	4	5	7	8	4	4	6	7					4	4	6	8	4	5	6	8					4	4	6	7	4	4	6	6																																																																
2:38:00	23.4	4	5	5	6	4	5	7	7					5	5	7	8	4	4	6	8					4	4	6	7	4	5	6	7																																																																
2:39:00	23.4	5	5	6	7	4	4	6	8					4	5	7	8	5	5	6	8					4	4	6	8	4	4	7	9																																																																
2:40:00	23.4	4	5	7	7	3	5	6	7					5	5	7	7	4	4	6	7					4	4	7	8	4	4	6	8																																																																
2:41:00	23.4	4	4	7	8	4	4	6	7					4	4	6	7	5	4	7	8					4	4	6	7	4	5	5	7																																																																
2:42:00	23.4	4	5	6	7	4	4	6	7					5	5	6	8	4	4	6	7					4	4	5	8	5	5	6	10																																																																
2:43:00	23.5	4	4	6	7	4	5	6	7					4	4	6	7	4	4	6	8					4	4	6	7	4	5	6	8																																																																
2:44:00	23.5	4	4	6	6	3	4	6	6					4	5	6	8	4	5	7	8					4	5	6	8	4	4	6	7																																																																
2:45:00	23.5	4	4	6	7	4	4	6	7					4	3	6	7	4	5	7	7					4	4	6	6	4	4	6	6																																																																
2:46:00	23.5	4	4	7	8	4	4	6	7					4	5	6	7	4	5	6	8					4	4	6	7	4	5	6	8																																																																
2:47:00	23.5	4	4	6	8	4	5	6	7					4	5	6	7	4	5	7	7					4	5	6	8	4	4	5	8																																																																
2:48:00	23.5	4	4	6	7	4	4	6	7					4	5	6	8	4	4	6	6					4	4	6	7	3	4	6	6																																																																
2:49:00	23.5	4	4	5	7	4	4	6	7					4	5	5	7	4	4	7	7					4	4	6	7	4	4	5	7																																																																
2:50:00	23.5	4	4	6	8	4	4	6	6					4	4	6	8	4	4	7	7					4	4	6	7	4	4	6	6																																																																
2:51:00	23.5	4	4	6	7	4	4	6	7					4	4	6	7	4	4	6	8					4	4	6	7	4	4	6	8																																																																
2:52:00	23.5	4	4	5	6	4	4	6	7					4	5	6	8	4	5	7	7					4	4	6	7	4	4	5	8																																																																
2:53:00	23.5	4	5	6	8	4	4	6	7					4	4	6	7	4	4	6	8					4	4	7	7	4	4	6	7																																																																
2:54:00	23.5	4	4	6	6	4	4	5	7					4	5	6	7	4	5	6	8					4	4	6	7	4	4	7	7																																																																
2:55:00	23.5	4	4	6	6	4	5	6	7					5	4	6	7	4	6	6	8					4	4	6	7	4	4	5	8																																																																
2:56:00	23.5	4	4	7	7	4	4	6	7					4	4	6	7	4	4	6	8					4	4	5	9	4	5	5	8																																																																
2:57:00	23.5	4	5	6	7	4	4	6	7					4	4	6	8	4	4	6	7					4	4	5	7	4	4	5	7																																																																
2:58:00	23.5	4	4	6	7	4	5	6	7					4	4	6	7	4	4	6	7					4	7	6	7	4	4	6	6																																																																
2:59:00	23.5	4	4	5	8	4	4	6	7					4	5	6	8	5	4	6	8					4	4	6	7	4	4	6	7																																																																
3:00:00	23.5	4	4	6	7	3	4	5	6					3	4	5	7	4	4	6	7					4	4	5	7	4	4	6	6																																																																
3:01:00	23.5	4	5	6	7	4	4	5	6					4	5	6	7	4	5	6	6					4	4	6	7	4	4	6	6																																																																
3:02:00	23.5	4	5	6	7	4	4	6	8					4	4	5	7	4	4	6	7					4	4	6	7	4	5	5	8																																																																
3:03:00	23.5	4	5	6	7	4	4	6	7					4	5	5	7	4	4	5	7					4	4	5	7	4	4	6	7																																																																
3:04:00	23.5	4	4	6	7	4	5	7	8					4	4	6	8	4	4	6	7					4	4	6	7	4	4	5	7																																																																
3:05:00	23.5	4	4	6	7	4	4	5	7					4	5	5	7	4	5	6	8					4	4	5	7	4	4	5	7																																																																
3:06:00	23.5	4	5	6	7	4	5	5	6					4	5	6	7	4	4	4	7					4	4	5	7	4	4	6	7																																																																
3:07:00	23.5	4	4	5	7	4	5	6	7					4	4	6	8	4	5	5	7					4	4	5	7	4	4	6	7																																																																
3:08:00	23.5	4	4	5	7	4	5	5	7					4	5	5	6	4	4	5	6					4	4	5	9	4	4	6	7																																																																
3:09:00	23.5	4	4	6	8	4	5	5	7					4	4	6	8	5	4	6	7					5	4	5	7	3	4	5	6																																																																
3:10:00	23.5	4	4	6	6	4	4	5	7					4	4	5	7	4	4	6	7					4	4	5	7	4	4	5	7																																																																
3:11:00	23.5	4	4	6	7	4	4	6	7					4	4	5	7	4	4	5	9					4	4	5	7	5	4	5	7																																																																
3:12:00	23.5	3	4	5	7	4	5	5	7					4	5	5	7	4	4	6	6					4	4	5	6	4	4	5	7																																																																
3:13:00	23.5	4	5	6	6	4	4	6	8					4	4	5	6	4	4	6	7					4	5	5	8	4	4	6	8																																																																
3:14:00	23.5	4	4	5	8	3	5	5	8					4	4	5	7	4	4	6	8					4	3	5	7	4	5	5	7																																																																
3:15:00	23.5	4	4	6	6	4	5	5	7					4	5	5	7	4	4	6	7					4	4	6	7	4	5	5	7																																																																
3:16:00	23.5	4	4	6	6	5	4	5	7					3	4	5	7	4	4	6	8					5	4	6	7	4	4	6	8																																																																
3:17:00	23.5	3	4	5	6	4	4	4	7					4	4	6	6	4	4	6	7					4	4	5	6	4	4	5	7																																																																
3:18:00	23.5	4	4	5	8	4	4	5	6					4	4	5	6	5	4	6	7					4	4	6	7	4	4	6	8																																																																
3:19:00	23.5	4	4	5	7	4	4	5	7					4	4	5	8	4	4	6	7					4	4	5	7	4	4	5	6																																																																
3:20:00	23.5	4	4	5	8	5	4	5	6					4	4	6	8	4	4	5	7					4	4	5	7	5	5	5	6																																																																
3:21:00	23.5	4	4	5	6	4	4	5	7					4	4	5	7	4	4	5	6					4	4	5	7	4	4	5	7																																																																
3:22:00	23.5	4	4	5	7	4	4	5	6					3	4	6	7	4	4	6	7					4	4	5	7	4	5	6	7																																																																
3:23:00	23.5	4	4	5	7	4	4	5	6					4	4	5	6	4	5	5	7					4	5	4	6	4	4	5	6																																																																
